property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,south_lat,north_lat,west_lon,east_lon,geojson
flat,tulip petals,sector 89,1.1,7097.0,3,2,3,4.0,New Property,1550.0,0,0,0,0,0,0,0,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,1230.0,1,0,0,0,0,0,38,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,greenopolis,sector 89,0.8,4819.0,2,3,3,8.0,Under Construction,1502.0,1,0,0,0,1,0,60,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,adani aangan galleria,sector 89,0.42,4941.0,2,2,2,3.0,Relatively New,769.0,0,0,0,0,0,0,0,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.25,8784.0,3,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,0,12,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,3.0,New Property,1423.0,1,0,0,0,1,0,37,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,867.0,0,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,m3m soulitude,sector 89,1.0,9066.0,2,2,2,2.0,New Property,1226.0,1,0,0,0,0,0,49,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New Property,1423.0,0,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.88,7978.0,2,2,0,2.0,New Property,1103.0,0,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,nbcc heights,sector 89,1.5,7059.0,3,3,3,8.0,Relatively New,1923.0,1,1,0,0,0,0,105,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.16,8152.0,3,3,2,3.0,Under Construction,1581.0,1,0,0,0,0,0,68,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.95,8903.0,2,2,2,1.0,Under Construction,804.0,1,0,0,0,0,0,122,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,ace palm floors,sector 89,0.97,7861.0,2,2,2,1.0,New Property,1371.0,1,0,0,0,0,0,28,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.88,7964.0,2,2,3,2.0,New Property,1228.0,1,0,0,0,0,0,44,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,ats marigold,sector 89,1.5,8499.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,0,96,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,0,4.0,New Property,1423.0,0,0,0,0,0,0,61,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.05,9519.0,2,2,2,4.0,Under Construction,1103.0,1,0,0,0,1,0,38,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,Under Construction,1226.0,1,0,0,0,0,0,45,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.01,9157.0,2,2,2,4.0,Under Construction,1226.0,1,0,0,0,0,0,38,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,greenopolis,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,0,67,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,tulip petals,sector 89,1.55,10000.0,3,2,3,6.0,Moderately Old,1403.0,0,0,1,0,0,1,111,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1288.0,1,0,0,0,1,0,61,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
flat,smart world gems,sector 89,1.13,8503.0,3,3,2,4.0,Under Construction,1473.0,1,0,0,0,0,0,115,28.4072042,28.427965,76.9355611,76.9547099,"{'type': 'Polygon', 'coordinates': [[[76.9355611, 28.4245277], [76.9369233, 28.4217639], [76.9374959, 28.4207947], [76.9412706, 28.4142658], [76.941678, 28.413561], [76.9453919, 28.4072042], [76.9454251, 28.4073146], [76.9502797, 28.4096922], [76.9503489, 28.4097286], [76.9511364, 28.4101517], [76.9513613, 28.4102643], [76.9516046, 28.4103861], [76.9529694, 28.4111146], [76.9541112, 28.4117241], [76.9546094, 28.411984], [76.9547099, 28.4120177], [76.952722, 28.4185833], [76.9526607, 28.4187947], [76.9525872, 28.4189918], [76.9498559, 28.427965], [76.9405161, 28.426231], [76.9389939, 28.4255591], [76.9377113, 28.4252016], [76.9375487, 28.4251524], [76.9374015, 28.4251078], [76.9355611, 28.4245277]]]}"
